SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE
406011131,Kimba - Cleve - Franklin Harbour,43220,Kimba (DC),0.2558254,25.5825351
406011131,Kimba - Cleve - Franklin Harbour,48540,Whyalla (C),0.0225166,2.2516646
406011131,Kimba - Cleve - Franklin Harbour,48640,Wudinna (DC),0.0134339,1.3433901
406011132,Le Hunte - Elliston,41750,Elliston (DC),0.4638869,46.3886858
406011132,Le Hunte - Elliston,47490,Streaky Bay (DC),0.0070329,0.7032917
406011132,Le Hunte - Elliston,48640,Wudinna (DC),0.5290802,52.9080225
406011133,Port Lincoln,43710,Lower Eyre Peninsula (DC),0.0742482,7.4248187
406011133,Port Lincoln,46300,Port Lincoln (C),0.925686,92.5685976
406011134,West Coast (SA),41010,Ceduna (DC),0.2346912,23.4691229
406011134,West Coast (SA),47490,Streaky Bay (DC),0.5872018,58.7201756
406011134,West Coast (SA),49399,Unincorporated SA,0.178107,17.8107015
406011135,Western,44000,Maralinga Tjarutja (AC),0.6877938,68.7793774
406011135,Western,49399,Unincorporated SA,0.3122062,31.2206226
406011136,Whyalla,48540,Whyalla (C),0.9999999,99.9999909
406011137,Whyalla - North,48540,Whyalla (C),0.4010025,40.1002506
406011137,Whyalla - North,49399,Unincorporated SA,0.5989975,59.8997494
406021138,APY Lands,40250,Anangu Pitjantjatjara (AC),0.9999996,99.9999641
406021139,Coober Pedy,41330,Coober Pedy (DC),1,100
406021140,Flinders Ranges,41830,Flinders Ranges (DC),0.7462706,74.6270562
406021140,Flinders Ranges,46090,Port Augusta (C),0.1440965,14.4096497
406021140,Flinders Ranges,49399,Unincorporated SA,0.1096329,10.9632941
406021141,Outback,49399,Unincorporated SA,1,100
406021142,Port Augusta,46090,Port Augusta (C),1,100
406021143,Roxby Downs,46970,Roxby Downs (M),0.9963974,99.6397372
406021143,Roxby Downs,49399,Unincorporated SA,0.0036026,0.3602628
407011144,Goolwa - Port Elliot,40220,Alexandrina (DC),1,100
407011145,Kangaroo Island,42750,Kangaroo Island (DC),1,100
407011146,Strathalbyn,40220,Alexandrina (DC),1,100
407011147,Strathalbyn Region,40220,Alexandrina (DC),0.9942758,99.4275821
407011147,Strathalbyn Region,48050,Victor Harbor (C),0.003314,0.3313974
407011147,Strathalbyn Region,48750,Yankalilla (DC),0.0024102,0.2410204
407011148,Victor Harbor,40220,Alexandrina (DC),0.0154374,1.543737
407011148,Victor Harbor,48050,Victor Harbor (C),0.9845626,98.456263
407011149,Yankalilla,48050,Victor Harbor (C),0.1236611,12.366109
407011149,Yankalilla,48750,Yankalilla (DC),0.8763387,87.6338709
407021150,Grant,42250,Grant (DC),0.9896417,98.9641727
407021150,Grant,48340,Wattle Range (DC),0.0103583,1.0358273
407021151,Kingston - Robe,43360,Kingston (DC),0.6194578,61.9457767
407021151,Kingston - Robe,46860,Robe (DC),0.3805422,38.0542233
407021152,Millicent,48340,Wattle Range (DC),1,100
407021153,Mount Gambier,42250,Grant (DC),0.0903975,9.0397521
407021153,Mount Gambier,44620,Mount Gambier (C),0.9096025,90.9602479
407021154,Naracoorte,45090,Naracoorte and Lucindale (DC),1,100
407021155,Naracoorte Region,45090,Naracoorte and Lucindale (DC),1,100
407021156,Penola,48340,Wattle Range (DC),1,100
407021157,Tatiara,47630,Tatiara (DC),1,100
407021158,Wattle Range,42250,Grant (DC),0.0024839,0.2483913
407021158,Wattle Range,48340,Wattle Range (DC),0.9975161,99.7516087
407031159,Barmera,40520,Berri and Barmera (DC),0.9927967,99.2796741
407031159,Barmera,49399,Unincorporated SA,0.0072033,0.7203259
407031160,Berri,40520,Berri and Barmera (DC),1,100
407031161,Karoonda - Lameroo,43080,Karoonda East Murray (DC),0.3128413,31.2841258
407031161,Karoonda - Lameroo,43790,Loxton Waikerie (DC),0.0045917,0.4591709
407031161,Karoonda - Lameroo,47290,Southern Mallee (DC),0.6825664,68.2566402
407031162,Loxton,43790,Loxton Waikerie (DC),1,100
407031163,Loxton Region,43790,Loxton Waikerie (DC),1,100
407031164,Mannum,43080,Karoonda East Murray (DC),0.0142252,1.4225241
407031164,Mannum,44210,Mid Murray (DC),0.9857748,98.5774759
407031165,Murray Bridge,45040,Murray Bridge (RC),1,100
407031166,Murray Bridge Region,44210,Mid Murray (DC),0.1059502,10.5950249
407031166,Murray Bridge Region,45040,Murray Bridge (RC),0.8940498,89.4049751
407031167,Renmark,46670,Renmark Paringa (DC),1,100
407031168,Renmark Region,46670,Renmark Paringa (DC),1,100
407031169,The Coorong,47290,Southern Mallee (DC),0.0023463,0.234627
407031169,The Coorong,47800,The Coorong (DC),0.9976534,99.7653369
407031170,Waikerie,43790,Loxton Waikerie (DC),0.6801596,68.0159614
407031170,Waikerie,44210,Mid Murray (DC),0.3198404,31.9840386
501011001,Augusta,50280,Augusta-Margaret River (S),0.9999995,99.9999549
501011002,Busselton,51260,Busselton (S),1,100
501011003,Busselton Region,51260,Busselton (S),1,100
501011004,Margaret River,50280,Augusta-Margaret River (S),1,100
501021005,Australind - Leschenault,53990,Harvey (S),0.9999991,99.9999124
501021006,Bunbury,51190,Bunbury (C),1,100
501021007,Capel,51260,Busselton (S),0.0100309,1.003086
501021007,Capel,51400,Capel (S),0.9899691,98.996914
501021008,College Grove - Carey Park,51190,Bunbury (C),1,100
501021009,Collie,51890,Collie (S),1,100
501021010,Dardanup,52660,Dardanup (S),1,100
501021011,Davenport,51190,Bunbury (C),1,100
501021012,Eaton - Pelican Point,51190,Bunbury (C),0.0797122,7.9712248
501021012,Eaton - Pelican Point,52660,Dardanup (S),0.9202878,92.0287752
501021013,Gelorup - Dalyellup - Stratham,51400,Capel (S),1,100
501021014,Harvey,53990,Harvey (S),1,100
501021015,Koombana,51190,Bunbury (C),1,100
501021016,Waroona,58820,Waroona (S),1,100
501031017,Bridgetown - Boyup Brook,50770,Boyup Brook (S),0.2687528,26.8752819
501031017,Bridgetown - Boyup Brook,50840,Bridgetown-Greenbushes (S),0.7312472,73.1247181
501031018,Donnybrook - Balingup,52870,Donnybrook-Balingup (S),1,100
501031019,Manjimup,55180,Manjimup (S),1,100
501031020,Pemberton,55180,Manjimup (S),0.7490692,74.9069236
501031020,Pemberton,56300,Nannup (S),0.2509306,25.0930565
502011021,Dawesville - Bouvard,55110,Mandurah (C),1,100
502011022,Falcon - Wannanup,55110,Mandurah (C),1,100
502011023,Greenfields,55110,Mandurah (C),1,100
502011024,Halls Head - Erskine,55110,Mandurah (C),1,100
502011025,Mandurah,55110,Mandurah (C),1,100
502011026,Mandurah - East,56230,Murray (S),0.9999988,99.999878
502011027,Mandurah - North,55110,Mandurah (C),0.9603581,96.0358093
502011027,Mandurah - North,56230,Murray (S),0.0396419,3.9641907
502011028,Mandurah - South,55110,Mandurah (C),1,100
502011029,Pinjarra,56230,Murray (S),1,100
503011030,City Beach,51310,Cambridge (T),1,100
503011031,Claremont (WA),51750,Claremont (T),0.9606269,96.0626911
503011031,Claremont (WA),52170,Cottesloe (T),0.0271266,2.7126642
503011031,Claremont (WA),56580,Nedlands (C),0.0122464,1.2246447
503011032,Cottesloe,52170,Cottesloe (T),1,100
503011033,Floreat,51310,Cambridge (T),0.8664087,86.6408725
503011033,Floreat,56580,Nedlands (C),0.1335913,13.3591275
503011034,Mosman Park - Peppermint Grove,55740,Mosman Park (T),0.8490712,84.9071211
503011034,Mosman Park - Peppermint Grove,56930,Peppermint Grove (S),0.1509288,15.0928789
503011035,Nedlands - Dalkeith - Crawley,56580,Nedlands (C),0.7833043,78.3304286
503011035,Nedlands - Dalkeith - Crawley,57080,Perth (C),0.0557263,5.57263
503011035,Nedlands - Dalkeith - Crawley,57980,Subiaco (C),0.1609694,16.0969413
503011036,Swanbourne - Mount Claremont,51310,Cambridge (T),0.0381695,3.8169453
503011036,Swanbourne - Mount Claremont,51750,Claremont (T),0.2519658,25.1965763
503011036,Swanbourne - Mount Claremont,56580,Nedlands (C),0.7098648,70.9864784
503021037,Kings Park (WA),57080,Perth (C),1,100
503021038,Mount Hawthorn - Leederville,58570,Vincent (T),1,100
503021039,Mount Lawley - Inglewood,50420,Bayswater (C),0.044916,4.4915961
503021039,Mount Lawley - Inglewood,57910,Stirling (C),0.7759743,77.5974297
503021039,Mount Lawley - Inglewood,58570,Vincent (T),0.1791097,17.9109742
503021040,North Perth,58570,Vincent (T),1,100
503021041,Perth City,57080,Perth (C),0.6157767,61.5776729
503021041,Perth City,58570,Vincent (T),0.3842233,38.4223271
503021042,Subiaco - Shenton Park,51310,Cambridge (T),0.0117547,1.175467
503021042,Subiaco - Shenton Park,56580,Nedlands (C),0.0086341,0.8634059
503021042,Subiaco - Shenton Park,57980,Subiaco (C),0.9796113,97.9611271
503021043,Wembley - West Leederville - Glendalough,51310,Cambridge (T),0.7166325,71.6632541
503021043,Wembley - West Leederville - Glendalough,57910,Stirling (C),0.2833675,28.3367459
504011044,Bassendean - Eden Hill - Ashfield,50350,Bassendean (T),1,100
504011045,Bayswater - Embleton - Bedford,50420,Bayswater (C),1,100
504011046,Maylands,50420,Bayswater (C),1,100
504011047,Morley,50420,Bayswater (C),1,100
504011048,Noranda,50420,Bayswater (C),0.8261944,82.6194418
504011048,Noranda,58050,Swan (C),0.1738056,17.3805582
504021049,Chidlow,56090,Mundaring (S),1,100
504021050,Glen Forrest - Darlington,56090,Mundaring (S),1,100
504021051,Helena Valley - Koongamia,56090,Mundaring (S),0.7847167,78.4716739
504021051,Helena Valley - Koongamia,58050,Swan (C),0.2152833,21.5283261
504021052,Malmalling - Reservoir,54200,Kalamunda (S),0.2373357,23.7335742
504021052,Malmalling - Reservoir,56090,Mundaring (S),0.7626643,76.2664258
504021053,Mundaring,56090,Mundaring (S),1,100
504021054,Swan View - Greenmount - Midvale,56090,Mundaring (S),0.7053936,70.5393553
504021054,Swan View - Greenmount - Midvale,58050,Swan (C),0.2946064,29.4606447
504031055,Avon Valley National Park,58050,Swan (C),1,100
504031056,Ballajura,58050,Swan (C),1,100
504031057,Beechboro,58050,Swan (C),1,100
504031058,Bullsbrook,58050,Swan (C),1,100
504031059,Ellenbrook,58050,Swan (C),1,100
504031060,Gidgegannup,58050,Swan (C),1,100
504031061,Hazelmere - South Guildford,58050,Swan (C),1,100
504031062,Lockridge - Kiara,58050,Swan (C),1,100
504031063,Malaga,58050,Swan (C),1,100
504031064,Melaleuca - Lexia,58050,Swan (C),1,100
504031065,Middle Swan - Herne Hill,58050,Swan (C),1,100
504031066,Midland - Guildford,56090,Mundaring (S),0.0693715,6.9371527
504031066,Midland - Guildford,58050,Swan (C),0.9306285,93.0628473
504031067,Stratton - Jane Brook,58050,Swan (C),1,100
504031068,The Vines,58050,Swan (C),1,100
504031069,Walyunga National Park,58050,Swan (C),1,100
505011070,Craigie - Beldon,54170,Joondalup (C),1,100
505011071,Currambine - Kinross,54170,Joondalup (C),1,100
505011072,Duncraig,54170,Joondalup (C),1,100
505011073,Greenwood - Warwick,54170,Joondalup (C),1,100
505011074,Heathridge - Connolly,54170,Joondalup (C),1,100
505011075,Hillarys,54170,Joondalup (C),1,100
505011076,Iluka - Burns Beach,54170,Joondalup (C),1,100
505011077,Joondalup - Edgewater,54170,Joondalup (C),0.9999999,99.9999927
505011078,Kingsley,54170,Joondalup (C),1,100
505011079,Mullaloo - Kallaroo,54170,Joondalup (C),1,100
505011080,Ocean Reef,54170,Joondalup (C),1,100
505011081,Padbury,54170,Joondalup (C),1,100
505011082,Sorrento - Marmion,54170,Joondalup (C),1,100
505011083,Woodvale,54170,Joondalup (C),0.998044,99.804402
505011083,Woodvale,58760,Wanneroo (C),0.001956,0.195598
505021084,Balcatta - Hamersley,57910,Stirling (C),1,100
505021085,Balga - Mirrabooka,57910,Stirling (C),1,100
505021086,Dianella,57910,Stirling (C),1,100
505021087,Herdsman,57910,Stirling (C),1,100
505021088,Innaloo - Doubleview,57910,Stirling (C),1,100
505021089,Karrinyup - Gwelup - Carine,57910,Stirling (C),1,100
505021090,Nollamara - Westminster,57910,Stirling (C),1,100
505021091,Osborne Park Industrial,57910,Stirling (C),1,100
505021092,Scarborough,57910,Stirling (C),1,100
505021093,Stirling - Osborne Park,57910,Stirling (C),0.9999999,99.9999924
505021094,Trigg - North Beach - Watermans Bay,57910,Stirling (C),0.9999999,99.9999856
505021095,Tuart Hill - Joondanna,57910,Stirling (C),1,100
505021096,Wembley Downs - Churchlands - Woodlands,57910,Stirling (C),0.9999998,99.9999762
505021097,Yokine - Coolbinia - Menora,57910,Stirling (C),1,100
505031098,Alexander Heights - Koondoola,58760,Wanneroo (C),1,100
505031099,Butler - Merriwa - Ridgewood,58760,Wanneroo (C),1,100
505031100,Carramar,58760,Wanneroo (C),1,100
505031101,Clarkson,58760,Wanneroo (C),1,100
505031102,Girrawheen,58760,Wanneroo (C),1,100
505031103,Madeley - Darch - Landsdale,58760,Wanneroo (C),1,100
505031104,Marangaroo,58760,Wanneroo (C),1,100
505031105,Mindarie - Quinns Rocks - Jindalee,58760,Wanneroo (C),1,100
505031106,Neerabup National Park,58760,Wanneroo (C),1,100
505031107,Tapping - Ashby - Sinagra,58760,Wanneroo (C),1,100
505031108,Wanneroo,58050,Swan (C),0.0017428,0.1742789
505031108,Wanneroo,58760,Wanneroo (C),0.9982572,99.8257211
505031109,Yanchep,58760,Wanneroo (C),1,100
506011110,Armadale - Wungong - Brookdale,50210,Armadale (C),1,100
506011111,Ashendon - Lesley,50210,Armadale (C),1,100
506011112,Camillo - Champion Lakes,50210,Armadale (C),1,100
506011113,Forrestdale - Harrisdale - Piara Waters,50210,Armadale (C),1,100
506011114,Kelmscott,50210,Armadale (C),1,100
506011115,Mount Nasura - Mount Richon - Bedfordale,50210,Armadale (C),1,100
506011116,Roleystone,50210,Armadale (C),1,100
506011117,Seville Grove,50210,Armadale (C),1,100
506021118,Belmont - Ascot - Redcliffe,50490,Belmont (C),1,100
506021119,East Victoria Park - Carlisle,58510,Victoria Park (T),1,100
506021120,Kewdale Commercial,50490,Belmont (C),1,100
506021121,Perth Airport,50490,Belmont (C),0.9998182,99.9818218
506021121,Perth Airport,58050,Swan (C),0.0001454,0.0145425
506021122,Rivervale - Kewdale - Cloverdale,50490,Belmont (C),1,100
506021123,Victoria Park - Lathlain - Burswood,58510,Victoria Park (T),1,100
506031124,Bentley - Wilson - St James,51330,Canning (C),0.8074351,80.7435112
506031124,Bentley - Wilson - St James,58510,Victoria Park (T),0.1925649,19.2564888
506031125,Canning Vale - West,51330,Canning (C),1,100
506031126,Canning Vale Commercial,51330,Canning (C),1,100
506031127,Cannington - Queens Park,51330,Canning (C),1,100
506031128,Parkwood - Ferndale - Lynwood,51330,Canning (C),1,100
506031129,Riverton - Shelley - Rossmoyne,51330,Canning (C),1,100
506031130,Welshpool,51330,Canning (C),0.9441124,94.4112439
506031130,Welshpool,58510,Victoria Park (T),0.0558876,5.5887561
506031131,Willetton,51330,Canning (C),1,100
506041132,Beckenham - Kenwick - Langford,53780,Gosnells (C),1,100
506041133,Canning Vale - East,53780,Gosnells (C),1,100
506041134,Gosnells,53780,Gosnells (C),1,100
506041135,Huntingdale - Southern River,53780,Gosnells (C),1,100
506041136,Maddington - Orange Grove - Martin,53780,Gosnells (C),1,100
506041137,Thornlie,53780,Gosnells (C),1,100
506051138,Forrestfield - Wattle Grove,54200,Kalamunda (S),1,100
506051139,High Wycombe,54200,Kalamunda (S),1,100
506051140,Kalamunda - Maida Vale - Gooseberry Hill,54200,Kalamunda (S),1,100
506051141,Lesmurdie - Bickley - Carmel,54200,Kalamunda (S),1,100
506061142,Byford,57700,Serpentine-Jarrahdale (S),1,100
506061143,Mundijong,57700,Serpentine-Jarrahdale (S),1,100
506061144,Serpentine - Jarrahdale,56230,Murray (S),0.0139051,1.3905124
506061144,Serpentine - Jarrahdale,57700,Serpentine-Jarrahdale (S),0.9860949,98.6094876
506071145,Como,57840,South Perth (C),1,100
506071146,Manning - Waterford,57840,South Perth (C),1,100
506071147,South Perth - Kensington,57840,South Perth (C),0.9956809,99.5680896
506071147,South Perth - Kensington,58510,Victoria Park (T),0.0043191,0.4319104
507011148,Banjup,51820,Cockburn (C),1,100
507011149,Beeliar,51820,Cockburn (C),1,100
507011150,Bibra Industrial,51820,Cockburn (C),1,100
507011151,Bibra Lake,51820,Cockburn (C),1,100
507011152,Coogee,51820,Cockburn (C),1,100
507011153,Coolbellup,51820,Cockburn (C),1,100
507011154,Hamilton Hill,51820,Cockburn (C),1,100
507011155,Henderson,51820,Cockburn (C),1,100
507011156,Jandakot,51820,Cockburn (C),1,100
507011157,Jandakot Airport,51820,Cockburn (C),0.9999955,99.9995455
507011158,North Coogee,51820,Cockburn (C),1,100
507011159,South Lake - Cockburn Central,51820,Cockburn (C),1,100
507011160,Spearwood,51820,Cockburn (C),1,100
507011161,Success - Hammond Park,51820,Cockburn (C),1,100
507011162,Wattleup,51820,Cockburn (C),1,100
507011163,Yangebup,51820,Cockburn (C),1,100
507021164,East Fremantle,53150,East Fremantle (T),1,100
507021165,Fremantle,51820,Cockburn (C),0.0086813,0.8681264
507021165,Fremantle,53430,Fremantle (C),0.9913187,99.1318736
507021166,Fremantle - South,53430,Fremantle (C),1,100
507021167,O'Connor (WA),53430,Fremantle (C),1,100
507031168,Anketell - Wandi,54830,Kwinana (T),1,100
507031169,Bertram - Wellard (West),54830,Kwinana (T),1,100
507031170,Calista,54830,Kwinana (T),1,100
507031171,Casuarina - Wellard (East),54830,Kwinana (T),1,100
507031172,Hope Valley - Postans,54830,Kwinana (T),1,100
507031173,Kwinana Industrial,54830,Kwinana (T),1,100
507031174,Parmelia - Orelia,54830,Kwinana (T),1,100
507041175,Applecross - Ardross,55320,Melville (C),1,100
507041176,Bateman,55320,Melville (C),1,100
507041177,Bicton - Palmyra,55320,Melville (C),1,100
507041178,Booragoon,55320,Melville (C),1,100
507041179,Bull Creek,55320,Melville (C),1,100
507041180,Leeming,51330,Canning (C),0.0462455,4.6245511
507041180,Leeming,51820,Cockburn (C),0.1943566,19.4356592
507041180,Leeming,55320,Melville (C),0.7593979,75.9397897
507041181,Melville,55320,Melville (C),1,100
507041182,Murdoch - Kardinya,55320,Melville (C),1,100
507041183,Willagee,55320,Melville (C),1,100
507041184,Winthrop,55320,Melville (C),1,100
507051185,Baldivis,57490,Rockingham (C),1,100
507051186,Cooloongup,57490,Rockingham (C),1,100
507051187,Port Kennedy,57490,Rockingham (C),1,100
507051188,Rockingham,57490,Rockingham (C),0.9999999,99.9999865
507051189,Rockingham Lakes,57490,Rockingham (C),1,100
507051190,Safety Bay - Shoalwater,57490,Rockingham (C),1,100
507051191,Singleton - Golden Bay - Secret Harbour,57490,Rockingham (C),1,100
507051192,Waikiki,57490,Rockingham (C),1,100
507051193,Warnbro,57490,Rockingham (C),1,100
508011194,Esperance,53290,Esperance (S),1,100
508011195,Esperance Region,53290,Esperance (S),0.4893716,48.9371572
508011195,Esperance Region,54130,Jerramungup (S),0.0009426,0.0942615
508011195,Esperance Region,57420,Ravensthorpe (S),0.5096858,50.9685812
508021196,Carnarvon,51540,Carnarvon (S),1,100
508021197,Exmouth,51540,Carnarvon (S),0.111805,11.1805033
508021197,Exmouth,53360,Exmouth (S),0.6077005,60.770049
508021197,Exmouth,57770,Shark Bay (S),0.2172121,21.7212109
508021197,Exmouth,58470,Upper Gascoyne (S),0.0632824,6.3282368
508031198,Boulder,54280,Kalgoorlie/Boulder (C),1,100
508031199,Kalgoorlie,54280,Kalgoorlie/Boulder (C),1,100
508031200,Kalgoorlie - North,54280,Kalgoorlie/Boulder (C),1,100
508031201,Kalgoorlie Airport,54280,Kalgoorlie/Boulder (C),1,100
508031202,Kambalda - Coolgardie - Norseman,51960,Coolgardie (S),0.7397688,73.9768798
508031202,Kambalda - Coolgardie - Norseman,53080,Dundas (S),0.2112165,21.1216531
508031202,Kambalda - Coolgardie - Norseman,54280,Kalgoorlie/Boulder (C),0.0490147,4.9014671
508031203,Leinster - Leonora,54970,Laverton (S),0.220754,22.0753955
508031203,Leinster - Leonora,55040,Leonora (S),0.451403,45.1402955
508031203,Leinster - Leonora,55390,Menzies (S),0.069158,6.9158013
508031203,Leinster - Leonora,56620,Ngaanyatjarraku (S),0.2586851,25.8685078
508031204,Trafalgar (WA),54280,Kalgoorlie/Boulder (C),1,100
508041205,Broome,50980,Broome (S),1,100
508041206,Derby - West Kimberley,52800,Derby-West Kimberley (S),1,100
508041207,Halls Creek,52800,Derby-West Kimberley (S),0.0016848,0.1684763
508041207,Halls Creek,53920,Halls Creek (S),0.998315,99.8314957
508041208,Kununurra,53920,Halls Creek (S),0.000384,0.0384016
508041208,Kununurra,59340,Wyndham-East Kimberley (S),0.9996156,99.9615615
508041209,Roebuck,50980,Broome (S),0.9950715,99.5071527
508041209,Roebuck,52800,Derby-West Kimberley (S),0.0049285,0.4928473
508051210,Geraldton,53520,Geraldton-Greenough (C),1,100
508051211,Geraldton - East,53520,Geraldton-Greenough (C),1,100
508051212,Geraldton - North,51610,Chapman Valley (S),0.0776103,7.7610269
508051212,Geraldton - North,53520,Geraldton-Greenough (C),0.9223897,92.2389731
508051213,Geraldton - South,53520,Geraldton-Greenough (C),1,100
508051214,Irwin,54060,Irwin (S),1,100
508051215,Meekatharra,52380,Cue (S),0.0661082,6.6108188
508051215,Meekatharra,55250,Meekatharra (S),0.3378808,33.78808
508051215,Meekatharra,55810,Mount Magnet (S),0.1584958,15.8495757
508051215,Meekatharra,56160,Murchison (S),0.0285002,2.8500208
508051215,Meekatharra,57630,Sandstone (S),0.0258707,2.5870703
508051215,Meekatharra,59250,Wiluna (S),0.2845576,28.4557627
508051215,Meekatharra,59350,Yalgoo (S),0.0985867,9.8586718
508051216,Morawa,51470,Carnamah (S),0.1212063,12.120632
508051216,Morawa,52030,Coorow (S),0.2359714,23.5971424
508051216,Morawa,55530,Mingenew (S),0.1061145,10.6114451
508051216,Morawa,55670,Morawa (S),0.1981444,19.8144382
508051216,Morawa,57000,Perenjori (S),0.2016031,20.1603058
508051216,Morawa,58260,Three Springs (S),0.1369604,13.6960365
508051217,Northampton - Mullewa - Greenough,51610,Chapman Valley (S),0.11486,11.4860019
508051217,Northampton - Mullewa - Greenough,53520,Geraldton-Greenough (C),0.2079671,20.7967099
508051217,Northampton - Mullewa - Greenough,56020,Mullewa (S),0.1233969,12.3396902
508051217,Northampton - Mullewa - Greenough,56790,Northampton (S),0.553776,55.377598
508061218,Ashburton (WA),50250,Ashburton (S),0.9999953,99.9995302
508061219,East Pilbara,53220,East Pilbara (S),0.8359902,83.5990154
508061219,East Pilbara,57280,Port Hedland (T),0.1640098,16.4009846
508061220,Karratha,57560,Roebourne (S),1,100
508061221,Newman,53220,East Pilbara (S),1,100
508061222,Port Hedland,57280,Port Hedland (T),1,100
508061223,Roebourne,57560,Roebourne (S),0.9999989,99.999891
508061224,South Hedland,57280,Port Hedland (T),1,100
509011225,Albany,50080,Albany (C),1,100
509011226,Albany Region,50080,Albany (C),1,100
509011227,Bayonet Head - Lower King,50080,Albany (C),1,100
509011228,Denmark,52730,Denmark (S),1,100
509011229,Gnowangerup,50080,Albany (C),0.0003534,0.0353406
509011229,Gnowangerup,53640,Gnowangerup (S),0.4481202,44.8120226
509011229,Gnowangerup,54130,Jerramungup (S),0.3704058,37.0405792
509011229,Gnowangerup,54480,Kent (S),0.1811206,18.1120576
509011230,Katanning,54340,Katanning (S),0.9090088,90.9008754
509011230,Katanning,59320,Woodanilling (S),0.090991,9.0991028
509011231,Kojonup,51080,Broomehill-Tambellup (S),0.2716366,27.1636578
509011231,Kojonup,52240,Cranbrook (S),0.2569817,25.6981732
509011231,Kojonup,54550,Kojonup (S),0.4713817,47.1381691
509011232,Little Grove - Elleker,50080,Albany (C),1,100
509011233,McKail - Willyung,50080,Albany (C),1,100
509011234,Plantagenet,57210,Plantagenet (S),1,100
509011235,Stirling Range National Park,52240,Cranbrook (S),0.001538,0.1538042
509011235,Stirling Range National Park,53640,Gnowangerup (S),0.9930788,99.3078812
509011235,Stirling Range National Park,57210,Plantagenet (S),0.0053831,0.5383146
509021236,Chittering,51680,Chittering (S),1,100
509021237,Cunderdin,52450,Cunderdin (S),0.3323713,33.23713
509021237,Cunderdin,54410,Kellerberrin (S),0.2997839,29.9783862
509021237,Cunderdin,57350,Quairading (S),0.2651952,26.5195203
509021237,Cunderdin,58190,Tammin (S),0.1026496,10.2649635
509021238,Dowerin,52940,Dowerin (S),0.1672175,16.7217487
509021238,Dowerin,53710,Goomalling (S),0.2432954,24.3295378
509021238,Dowerin,54690,Koorda (S),0.1074832,10.7483223
509021238,Dowerin,59310,Wongan-Ballidu (S),0.3534137,35.3413657
509021238,Dowerin,59330,Wyalkatchem (S),0.1285903,12.8590255
509021239,Gingin - Dandaragan,52590,Dandaragan (S),0.4048392,40.483924
509021239,Gingin - Dandaragan,53570,Gingin (S),0.5951608,59.516076
509021240,Merredin,51120,Bruce Rock (S),0.1919564,19.1956426
509021240,Merredin,55460,Merredin (S),0.6480499,64.8049934
509021240,Merredin,56370,Narembeen (S),0.1599936,15.999364
509021241,Moora,52520,Dalwallinu (S),0.2728,27.2800005
509021241,Moora,55600,Moora (S),0.5342118,53.4211806
509021241,Moora,58540,Victoria Plains (S),0.1929882,19.2988189
509021242,Mukinbudin,55880,Mount Marshall (S),0.1394082,13.9408206
509021242,Mukinbudin,55950,Mukinbudin (S),0.1415361,14.1536134
509021242,Mukinbudin,56860,Nungarin (S),0.0668394,6.6839443
509021242,Mukinbudin,58400,Trayning (S),0.1007346,10.0734642
509021242,Mukinbudin,59030,Westonia (S),0.0800086,8.000865
509021242,Mukinbudin,59360,Yilgarn (S),0.4714729,47.1472926
509021243,Northam,56730,Northam (S),1,100
509021244,Toodyay,58330,Toodyay (S),1,100
509021245,York - Beverley,50560,Beverley (S),0.3156079,31.5607929
509021245,York - Beverley,59370,York (S),0.6843921,68.4392071
509031246,Brookton,50910,Brookton (S),0.2597254,25.972542
509031246,Brookton,52100,Corrigin (S),0.2955518,29.5551806
509031246,Brookton,57140,Pingelly (S),0.3230551,32.3055087
509031246,Brookton,58680,Wandering (S),0.1216677,12.1667687
509031247,Kulin,53010,Dumbleyung (S),0.1319448,13.1944809
509031247,Kulin,54620,Kondinin (S),0.2274563,22.7456288
509031247,Kulin,54760,Kulin (S),0.1798325,17.9832455
509031247,Kulin,54900,Lake Grace (S),0.2971115,29.7111493
509031247,Kulin,59100,Wickepin (S),0.163655,16.3654956
509031248,Murray,50630,Boddington (S),0.7597763,75.9776308
509031248,Murray,56230,Murray (S),0.2402237,24.0223692
509031249,Narrogin,56450,Narrogin (S),0.1084009,10.8400944
509031249,Narrogin,56520,Narrogin (T),0.8915991,89.1599056
509031250,Wagin,52310,Cuballing (S),0.1786689,17.8668883
509031250,Wagin,56450,Narrogin (S),0.0750352,7.5035238
509031250,Wagin,58610,Wagin (S),0.3800292,38.0029198
509031250,Wagin,58890,West Arthur (S),0.1789754,17.8975414
509031250,Wagin,59170,Williams (S),0.1872913,18.7291267
601011001,Bridgewater - Gagebrook,60410,Brighton (M),1,100
601011002,Brighton - Pontville,60410,Brighton (M),1,100
601011003,Old Beach - Otago,60410,Brighton (M),0.8511276,85.1127647
601011003,Old Beach - Otago,61410,Clarence (C),0.1488724,14.8872353
601021004,Bellerive - Rosny,61410,Clarence (C),1,100
601021005,Cambridge,61410,Clarence (C),0.9999997,99.9999723
601021006,Geilston Bay - Risdon,61410,Clarence (C),1,100
601021007,Howrah - Tranmere,61410,Clarence (C),1,100
601021008,Lindisfarne - Rose Bay,61410,Clarence (C),1,100
601021009,Mornington - Warrane,61410,Clarence (C),1,100
601021010,Risdon Vale,61410,Clarence (C),1,100
