sp_name,value
Alphington,37.87500011879167
Brooklyn,82.41250022125
Dandenong,40.941667120000005
Footscray,42.65833330041665
Geelong South,68.35000076016667
Mooroolbark,44.6833333975
Richmond,35.79583295166666
Traralgon,49.191666285416666
